ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL3591,GABA receptor delta subunit,O14764,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL1628483,Amiloride-sensitive sodium channel subunit beta,P51168,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL2472,GABA receptor alpha-4 subunit,P48169,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,P02708|P07510|P11230|Q07001|Q04844,PROTEIN COMPLEX GROUP,Homo sapiens,3,3,9606,FALSE
CHEMBL4787,Glutamate [NMDA] receptor subunit 3A,Q8TCU5,SINGLE PROTEIN,Homo sapiens,19,19,9606,FALSE
CHEMBL4296091,5-hydroxytryptamine receptor 3A/3C,P46098|Q8WXA8,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL2111451,"Inositol 1,4,5-trisphosphate receptor",Q14571|Q14573|Q14643,PROTEIN FAMILY,Homo sapiens,6,13,9606,FALSE
CHEMBL4524012,P2X receptor,P51575|Q99571|Q9UBL9|O15547|P56373|Q99572|Q93086,PROTEIN FAMILY,Homo sapiens,1,1,9606,FALSE
CHEMBL2109241,Glutamate receptor ionotropic kainate,P39086|Q16478|Q16099|Q13002|Q13003,PROTEIN COMPLEX GROUP,Homo sapiens,61,68,9606,FALSE
CHEMBL1791,Amiloride-sensitive sodium channel alpha-subunit,P37088,SINGLE PROTEIN,Homo sapiens,47,48,9606,FALSE
CHEMBL3895,Serotonin 3b (5-HT3b) receptor,O95264,SINGLE PROTEIN,Homo sapiens,2,10,9606,FALSE
CHEMBL4558,GABA receptor beta-1 subunit,P18505,SINGLE PROTEIN,Homo sapiens,5,7,9606,FALSE
CHEMBL4106135,RyR1/FKBP12,P21817|P62942,PROTEIN COMPLEX,Homo sapiens,29,34,9606,FALSE
CHEMBL4523640,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/gamma-2,P47870|P18507|P48169,PROTEIN COMPLEX,Homo sapiens,16,58,9606,FALSE
CHEMBL4296064,Gamma-aminobutyric acid receptor subunit alpha-2/beta-3,P28472|P47869,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL2484,Acetylcholine receptor protein epsilon chain,Q04844,SINGLE PROTEIN,Homo sapiens,69,81,9606,FALSE
CHEMBL3885581,Glutamate receptor AMPA 3/4,P48058|P42263,PROTEIN COMPLEX,Homo sapiens,3,3,9606,FALSE
CHEMBL4296087,5-hydroxytryptamine receptor 3A/3E,P46098|A5X5Y0,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL1962,GABA receptor alpha-1 subunit,P14867,SINGLE PROTEIN,Homo sapiens,188,287,9606,FALSE
CHEMBL1883,Neuronal acetylcholine receptor protein beta-2 subunit,P17787,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL1628477,"Amiloride-sensitive cation channel 2, neuronal",P78348,SINGLE PROTEIN,Homo sapiens,9,41,9606,FALSE
CHEMBL3038480,Ionotropic glutamate receptor kainate 2/5,Q16478|Q13002,PROTEIN COMPLEX,Homo sapiens,2,2,9606,FALSE
CHEMBL2095172,GABA-A receptor; alpha-1/beta-2/gamma-2,P14867|P47870|P18507,PROTEIN COMPLEX,Homo sapiens,634,1113,9606,FALSE
CHEMBL4106151,GABA-A receptor alpha-1/beta-3,P14867|P28472,PROTEIN COMPLEX,Homo sapiens,11,12,9606,FALSE
CHEMBL4296111,GRIA1/CACNG2,P42261|Q9Y698,PROTEIN COMPLEX,Homo sapiens,32,34,9606,FALSE
CHEMBL3068,Neuronal acetylcholine receptor subunit alpha-3,P32297,SINGLE PROTEIN,Homo sapiens,71,91,9606,FALSE
CHEMBL3038505,Ionotropic glutamate receptor NMDA 1/2D,Q05586|O15399,PROTEIN COMPLEX,Homo sapiens,9,15,9606,FALSE
CHEMBL4808,Acetylcholine receptor protein alpha chain,P02708,SINGLE PROTEIN,Homo sapiens,72,91,9606,FALSE
CHEMBL2111413,GABA A receptor alpha-2/beta-2/gamma-2,P47870|P18507|P47869,PROTEIN COMPLEX,Homo sapiens,109,164,9606,FALSE
CHEMBL2107836,"Amiloride-sensitive sodium channel, ENaC",P37088|P51168|P51170,PROTEIN COMPLEX,Homo sapiens,8,8,9606,FALSE
CHEMBL4805,P2X purinoceptor 7,Q99572,SINGLE PROTEIN,Homo sapiens,3629,5354,9606,FALSE
CHEMBL2111339,GABA A receptor alpha-3/beta-2/gamma-2,P47870|P18507|P34903,PROTEIN COMPLEX,Homo sapiens,47,72,9606,FALSE
CHEMBL5112,GABA receptor alpha-5 subunit,P31644,SINGLE PROTEIN,Homo sapiens,553,614,9606,FALSE
CHEMBL3885578,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3,P28472|Q16445,PROTEIN COMPLEX,Homo sapiens,3,3,9606,FALSE
CHEMBL3683,Glutamate receptor ionotropic kainate 2,Q13002,SINGLE PROTEIN,Homo sapiens,192,353,9606,FALSE
CHEMBL3137273,Nicotinic acetylcholine receptor alpha3/beta4/alpha5,P30926|P32297|P30532,PROTEIN COMPLEX,Homo sapiens,3,3,9606,FALSE
CHEMBL4296075,Glycine receptor subunit alpha-2/beta,P23416|P48167,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL2095190,GABA-A receptor; alpha-6/beta-3/gamma-2,P18507|P28472|Q16445,PROTEIN COMPLEX,Homo sapiens,243,367,9606,FALSE
CHEMBL2096904,Serotonin (5-HT) receptor,P30939|P41595|Q13639|P28222|P46098|P08908|P28221|P28223|P28335|P28566|P34969|P50406|P47898|A5X5Y0|O95264|Q70Z44|Q8WXA8,PROTEIN FAMILY,Homo sapiens,46,68,9606,FALSE
CHEMBL4523638,Gamma-aminobutyric acid receptor subunit alpha-1/gamma-2,P14867|P18507,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL4942,P2X purinoceptor 5,Q93086,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL3904,"Inositol 1,4,5-trisphosphate receptor type 3",Q14573,SINGLE PROTEIN,Homo sapiens,10,10,9606,FALSE
CHEMBL4109,Glutamate [NMDA] receptor subunit epsilon 3,Q14957,SINGLE PROTEIN,Homo sapiens,43,45,9606,FALSE
CHEMBL2998,P2X purinoceptor 3,P56373,SINGLE PROTEIN,Homo sapiens,1776,1898,9606,FALSE
CHEMBL2094120,GABA-A receptor; alpha-3/beta-3/gamma-2,P18507|P28472|P34903,PROTEIN COMPLEX,Homo sapiens,740,1250,9606,FALSE
CHEMBL2009,"Glutamate receptor ionotropic, AMPA 1",P42261,SINGLE PROTEIN,Homo sapiens,134,277,9606,FALSE
CHEMBL3038458,Nicotinic acetylcholine receptor alpha2/beta2,P02708|P17787,PROTEIN COMPLEX,Homo sapiens,15,15,9606,FALSE
CHEMBL1907591,Neuronal acetylcholine receptor; alpha4/beta4,P30926|P43681,PROTEIN COMPLEX,Homo sapiens,150,274,9606,FALSE
CHEMBL3831281,P2X2/P2X3 heterotrimeric receptor,Q9UBL9|P56373,PROTEIN COMPLEX,Homo sapiens,468,588,9606,FALSE
CHEMBL3190,"Glutamate receptor ionotropic, AMPA 4",P48058,SINGLE PROTEIN,Homo sapiens,154,256,9606,FALSE
CHEMBL1846,Ryanodine receptor 1,P21817,SINGLE PROTEIN,Homo sapiens,36,56,9606,FALSE
CHEMBL5368,Amiloride-sensitive cation channel 3,Q9UHC3,SINGLE PROTEIN,Homo sapiens,125,216,9606,FALSE
CHEMBL3885508,Nicotinic acetylcholine receptor alpha-1/beta-1,P02708|P11230,PROTEIN COMPLEX,Homo sapiens,14,15,9606,FALSE
CHEMBL2094121,GABA-A receptor; alpha-1/beta-3/gamma-2,P14867|P18507|P28472,PROTEIN COMPLEX,Homo sapiens,862,1524,9606,FALSE
CHEMBL2111384,Nicotinic acetylcholine receptor alpha3/betaX,P11230|P17787|P30926|P32297|Q05901,PROTEIN COMPLEX GROUP,Homo sapiens,42,45,9606,FALSE
CHEMBL1907588,Acetylcholine receptor; alpha1/beta1/delta/gamma,P02708|P07510|P11230|Q07001,PROTEIN COMPLEX,Homo sapiens,301,501,9606,FALSE
CHEMBL1075092,Glycine receptor subunit alpha-3,O75311,SINGLE PROTEIN,Homo sapiens,22,44,9606,FALSE
CHEMBL2109243,GABA-A receptor; benzodiazepine site,P14867|P18507|P48169|Q99928|P34903|Q8N1C3|P47869|P31644|Q16445,PROTEIN COMPLEX GROUP,Homo sapiens,1,3,9606,FALSE
CHEMBL2109233,Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3,P17787|P32297|Q15825|Q05901,PROTEIN COMPLEX,Homo sapiens,38,91,9606,FALSE
CHEMBL1907597,GABA-A receptor; GABA-A site (alpha1/beta2 interface),P14867|P47870,PROTEIN COMPLEX,Homo sapiens,46,114,9606,FALSE
CHEMBL2094,P2X purinoceptor 1,P51575,SINGLE PROTEIN,Homo sapiens,160,284,9606,FALSE
CHEMBL1847,GABA receptor beta-3 subunit,P28472,SINGLE PROTEIN,Homo sapiens,22,28,9606,FALSE
CHEMBL1972,Glutamate [NMDA] receptor subunit epsilon 1,Q12879,SINGLE PROTEIN,Homo sapiens,60,68,9606,FALSE
CHEMBL3883294,Glutamate receptor AMPA 1/2,P42262|P42261,PROTEIN COMPLEX,Homo sapiens,12,26,9606,FALSE
CHEMBL2492,Neuronal acetylcholine receptor protein alpha-7 subunit,P36544,SINGLE PROTEIN,Homo sapiens,1817,3434,9606,FALSE
CHEMBL1918,Glutamate receptor ionotropic kainate 1,P39086,SINGLE PROTEIN,Homo sapiens,260,323,9606,FALSE
CHEMBL3885576,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2,P47870|P31644,PROTEIN COMPLEX,Homo sapiens,3,6,9606,FALSE
CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,P17787|P43681,PROTEIN COMPLEX,Homo sapiens,1764,3901,9606,FALSE
CHEMBL2531,P2X purinoceptor 2,Q9UBL9,SINGLE PROTEIN,Homo sapiens,80,121,9606,FALSE
CHEMBL2109242,GABA-C receptor,P28476|A8MPY1|P24046,PROTEIN COMPLEX GROUP,Homo sapiens,14,14,9606,FALSE
CHEMBL4523641,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2,P47870|P18507|P31644,PROTEIN COMPLEX,Homo sapiens,19,53,9606,FALSE
CHEMBL3885572,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2,P47870|P34903,PROTEIN COMPLEX,Homo sapiens,3,6,9606,FALSE
CHEMBL1907594,Neuronal acetylcholine receptor; alpha3/beta4,P30926|P32297,PROTEIN COMPLEX,Homo sapiens,1072,2228,9606,FALSE
CHEMBL2094122,GABA-A receptor; alpha-5/beta-3/gamma-2,P18507|P28472|P31644,PROTEIN COMPLEX,Homo sapiens,760,1219,9606,FALSE
CHEMBL2062,Ryanodine receptor 3,Q15413,SINGLE PROTEIN,Homo sapiens,4,8,9606,FALSE
CHEMBL4956,GABA receptor alpha-2 subunit,P47869,SINGLE PROTEIN,Homo sapiens,164,245,9606,FALSE
CHEMBL3883291,Glutamate receptor AMPA 2/3,P42263|P42262,PROTEIN COMPLEX,Homo sapiens,6,11,9606,FALSE
CHEMBL3885570,Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1,P14867|P18505,PROTEIN COMPLEX,Homo sapiens,4,5,9606,FALSE
CHEMBL3885595,Integrin alpha-5/Neuronal acetylcholine receptor subunit alpha-3/Neuronal acetylcholine receptor subunit beta-2/Neuronal acetylcholine receptor subunit beta-4,P17787|P30926|P32297|P08648,PROTEIN COMPLEX,Homo sapiens,13,25,9606,FALSE
CHEMBL2094132,Serotonin 3 (5-HT3) receptor,P46098|A5X5Y0|O95264|Q70Z44|Q8WXA8,PROTEIN COMPLEX GROUP,Homo sapiens,448,613,9606,FALSE
CHEMBL2221346,"Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2",P17787|P30926|P32297|P30532,PROTEIN COMPLEX GROUP,Homo sapiens,15,45,9606,FALSE
CHEMBL2094124,Glutamate [NMDA] receptor,Q05586|Q12879|Q13224|O15399|O60391|Q14957|Q8TCU5,PROTEIN COMPLEX GROUP,Homo sapiens,613,862,9606,FALSE
CHEMBL2111370,GABA A receptor alpha-6/beta-2/gamma-2,P47870|P18507|Q16445,PROTEIN COMPLEX,Homo sapiens,23,27,9606,FALSE
CHEMBL5871,Glycine receptor subunit alpha-2,P23416,SINGLE PROTEIN,Homo sapiens,38,49,9606,FALSE
CHEMBL3038504,Ionotropic glutamate receptor NMDA 1/2C,Q05586|Q14957,PROTEIN COMPLEX,Homo sapiens,9,11,9606,FALSE
CHEMBL4403,Ryanodine receptor 2,Q92736,SINGLE PROTEIN,Homo sapiens,59,70,9606,FALSE
CHEMBL1904,Glutamate [NMDA] receptor subunit epsilon 2,Q13224,SINGLE PROTEIN,Homo sapiens,268,421,9606,FALSE
CHEMBL2109236,Neuronal acetylcholine receptor; alpha2/beta2,P17787|Q15822,PROTEIN COMPLEX,Homo sapiens,21,24,9606,FALSE
CHEMBL3011,Acetylcholine receptor protein delta chain,Q07001,SINGLE PROTEIN,Homo sapiens,7,14,9606,FALSE
CHEMBL2109238,Neuronal acetylcholine receptor; alpha9/alpha10,Q9UGM1|Q9GZZ6,PROTEIN COMPLEX,Homo sapiens,93,132,9606,FALSE
CHEMBL2111366,GABA A receptor alpha-4/beta-3/gamma-2,P18507|P28472|P48169,PROTEIN COMPLEX,Homo sapiens,90,109,9606,FALSE
CHEMBL2096670,Glutamate receptor ionotropic AMPA,P48058|P42263|P42262|P42261,PROTEIN COMPLEX GROUP,Homo sapiens,124,153,9606,FALSE
CHEMBL3137285,Nicotinic acetylcholine receptor alpha6/alpha3/beta4,P30926|P32297|Q15825,PROTEIN COMPLEX,Homo sapiens,65,152,9606,FALSE
CHEMBL2109230,Neuronal acetylcholine receptor; alpha2/beta4,P30926|Q15822,PROTEIN COMPLEX,Homo sapiens,32,46,9606,FALSE
CHEMBL4523639,Gamma-aminobutyric acid receptor subunit alpha-4/beta-1/delta,P48169|O14764|P18505,PROTEIN COMPLEX,Homo sapiens,16,24,9606,FALSE
CHEMBL1907604,Glutamate NMDA receptor; GRIN1/GRIN2A,Q05586|Q12879,PROTEIN COMPLEX,Homo sapiens,385,636,9606,FALSE
CHEMBL3595,"Glutamate receptor ionotropic, AMPA 3",P42263,SINGLE PROTEIN,Homo sapiens,72,109,9606,FALSE
CHEMBL1628484,Amiloride-sensitive sodium channel subunit gamma,P51170,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL1920,GABA receptor beta-2 subunit,P47870,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2094130,GABA-A receptor; alpha-2/beta-3/gamma-2,P18507|P28472|P47869,PROTEIN COMPLEX,Homo sapiens,624,949,9606,FALSE
CHEMBL2093872,GABA-A receptor; anion channel,P14867|P47870|P18507|P28472|P48169|Q99928|Q9UN88|P34903|O00591|O14764|Q8N1C3|P18505|P78334|P47869|P31644|Q16445,PROTEIN COMPLEX GROUP,Homo sapiens,661,883,9606,FALSE
CHEMBL3026,GABA receptor alpha-3 subunit,P34903,SINGLE PROTEIN,Homo sapiens,111,163,9606,FALSE
CHEMBL2109234,Neuronal acetylcholine receptor; alpha3/beta2,P17787|P32297,PROTEIN COMPLEX,Homo sapiens,119,147,9606,FALSE
CHEMBL1899,Serotonin 3a (5-HT3a) receptor,P46098,SINGLE PROTEIN,Homo sapiens,1652,2057,9606,FALSE
