ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL4106164,L-type calcium channel alpha-1c/beta-2/alpha2delta-1,P54289|Q13936|Q08289,PROTEIN COMPLEX,Homo sapiens,3,11,9606,FALSE
CHEMBL2321613,Potassium channel subfamily K member 3,O14649,SINGLE PROTEIN,Homo sapiens,599,741,9606,FALSE
CHEMBL1866,Voltage-gated potassium channel subunit Kv7.1,P51787,SINGLE PROTEIN,Homo sapiens,98,135,9606,FALSE
CHEMBL4523672,SCN2A/SCN1B,Q99250|Q07699,PROTEIN COMPLEX,Homo sapiens,5,5,9606,FALSE
CHEMBL2146349,Inward rectifier potassium channel 13,O60928,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL3805,Voltage-gated L-type calcium channel alpha-1S subunit,Q13698,SINGLE PROTEIN,Homo sapiens,42,44,9606,FALSE
CHEMBL5163,Sodium channel protein type III alpha subunit,Q9NY46,SINGLE PROTEIN,Homo sapiens,178,274,9606,FALSE
CHEMBL4106160,N-type calcium channel alpha-1b/alpha2delta-1/beta-1b,P54289|Q00975|Q02641,PROTEIN COMPLEX,Homo sapiens,50,50,9606,FALSE
CHEMBL1628468,Transient receptor potential cation channel subfamily M member 5,Q9NZQ8,SINGLE PROTEIN,Homo sapiens,145,216,9606,FALSE
CHEMBL2476,Voltage-gated potassium channel subunit Kv7.2,O43526,SINGLE PROTEIN,Homo sapiens,175,294,9606,FALSE
CHEMBL2363000,Potassium voltage-gated channel subfamily B member 1,Q14721,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL1795173,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,Q9P1Z3,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL2363017,Potassium voltage-gated channel subfamily H member 3,Q9ULD8,SINGLE PROTEIN,Homo sapiens,110,111,9606,FALSE
CHEMBL5885,Potassium voltage-gated channel subfamily D member 2,Q9NZV8,SINGLE PROTEIN,Homo sapiens,12,12,9606,FALSE
CHEMBL4205,Voltage-gated potassium channel subunit Kv1.4,P22459,SINGLE PROTEIN,Homo sapiens,23,24,9606,FALSE
CHEMBL2363032,Voltage-gated calcium channel,O95180|P54289|Q13936|Q8IZS8|Q13698|Q9NY47|Q01668|O00555|Q00975|O43497|Q7Z3S7|Q9P0X4|O60840|Q15878|O00305|Q08289|Q02641|P54284|P62955|Q9UF02|Q9Y698|Q9UBN1|Q8WXS5|O60359|Q9BXT2|Q06432,PROTEIN COMPLEX GROUP,Homo sapiens,129,146,9606,FALSE
CHEMBL5167,Sodium channel protein type XI alpha subunit,Q9UI33,SINGLE PROTEIN,Homo sapiens,13,15,9606,FALSE
CHEMBL2146348,ATP-sensitive inward rectifier potassium channel 10,P78508,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL2221348,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3)",O43526|O43525,PROTEIN COMPLEX,Homo sapiens,212,314,9606,FALSE
CHEMBL2096682,"Sodium channel alpha subunits; brain (Types I, II, III)",P35498|Q99250|Q9NY46,PROTEIN FAMILY,Homo sapiens,212,374,9606,FALSE
CHEMBL2086,Voltage-gated potassium channel subunit Kv1.2,P16389,SINGLE PROTEIN,Homo sapiens,26,27,9606,FALSE
CHEMBL2309,Voltage-gated potassium channel subunit Kv1.1,Q09470,SINGLE PROTEIN,Homo sapiens,204,248,9606,FALSE
CHEMBL1964,Voltage-gated potassium channel subunit Kv4.3,Q9UK17,SINGLE PROTEIN,Homo sapiens,84,96,9606,FALSE
CHEMBL1250412,Transient receptor potential cation channel subfamily M member 7,Q96QT4,SINGLE PROTEIN,Homo sapiens,19,19,9606,FALSE
CHEMBL3988636,Voltage-gated potassium channel subfamily A member 1/beta-1,Q09470|Q14722,PROTEIN COMPLEX,Homo sapiens,21,22,9606,FALSE
CHEMBL3714486,Potassium channel subfamily K member 4,Q9NYG8,SINGLE PROTEIN,Homo sapiens,9,17,9606,FALSE
CHEMBL4106188,Melanin-concentrating hormone receptor 2/HERG,Q12809|Q969V1,SELECTIVITY GROUP,Homo sapiens,14,14,9606,FALSE
CHEMBL1628465,Transient receptor potential cation channel subfamily V member 6,Q9H1D0,SINGLE PROTEIN,Homo sapiens,74,135,9606,FALSE
CHEMBL4305,Intermediate conductance calcium-activated potassium channel protein 4,O15554,SINGLE PROTEIN,Homo sapiens,81,87,9606,FALSE
CHEMBL3430901,Voltage-dependent N-type calcium channel subunit alpha-1B/Voltage-dependent calcium channel subunit alpha-2/delta-1/Voltage-dependent L-type calcium channel subunit beta-3,P54289|Q00975|P54284,PROTEIN COMPLEX,Homo sapiens,1,2,9606,FALSE
CHEMBL1795171,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,O60741,SINGLE PROTEIN,Homo sapiens,36,36,9606,FALSE
CHEMBL4524132,Calcium-activated potassium channel,Q92952|Q9UGI6|Q12791|O15554|Q9H2S1|A8MYU2,PROTEIN FAMILY,Homo sapiens,7,7,9606,FALSE
CHEMBL4641,Voltage-gated T-type calcium channel alpha-1G subunit,O43497,SINGLE PROTEIN,Homo sapiens,963,1361,9606,FALSE
CHEMBL4630760,Sodium channel protein type 1 subunit alpha/beta-1/beta-2,P35498|O60939|Q07699,PROTEIN COMPLEX,Homo sapiens,19,20,9606,FALSE
CHEMBL4523611,KCNQ4/KCNQ5,Q9NR82|P56696,PROTEIN COMPLEX,Homo sapiens,22,22,9606,FALSE
CHEMBL4523671,SCN8A/SCN1B,Q9UQD0|Q07699,PROTEIN COMPLEX,Homo sapiens,27,27,9606,FALSE
CHEMBL2095229,Voltage-gated L-type calcium channel,Q13936|Q13698|Q01668|O60840,PROTEIN FAMILY,Homo sapiens,474,706,9606,FALSE
CHEMBL4630763,Sodium channel protein type 5 subunit alpha/beta-1/beta-2,Q14524|O60939|Q07699,PROTEIN COMPLEX,Homo sapiens,19,20,9606,FALSE
CHEMBL1795172,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Q9UL51,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL4630765,Sodium channel protein type 9 subunit alpha/beta-1/beta-2,Q15858|O60939|Q07699,PROTEIN COMPLEX,Homo sapiens,20,21,9606,FALSE
CHEMBL4630762,Sodium channel protein type 4 subunit alpha/beta-1/beta-2,P35499|O60939|Q07699,PROTEIN COMPLEX,Homo sapiens,1,2,9606,FALSE
CHEMBL4523669,SCN5A/SCN1B,Q14524|Q07699,PROTEIN COMPLEX,Homo sapiens,6,6,9606,FALSE
CHEMBL3988638,Voltage-dependent L-type calcium channel alpha1C/alpha2delta/beta1b,P54289|Q13936|Q02641,PROTEIN COMPLEX,Homo sapiens,52,64,9606,FALSE
CHEMBL4633,Voltage-gated potassium channel subunit Kv1.3,P22001,SINGLE PROTEIN,Homo sapiens,613,1021,9606,FALSE
CHEMBL2331042,Potassium channel subfamily K member 18,Q7Z418,SINGLE PROTEIN,Homo sapiens,24,30,9606,FALSE
CHEMBL1914277,G protein-activated inward rectifier potassium channel 1,P48549,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL2146347,Inward rectifier potassium channel 4,P48050,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL5522,Transient receptor potential cation channel subfamily V member 3,Q8NET8,SINGLE PROTEIN,Homo sapiens,487,522,9606,FALSE
CHEMBL4295971,Short transient receptor potential channel 4,Q9UBN4,SINGLE PROTEIN,Homo sapiens,6,8,9606,FALSE
CHEMBL4478,Voltage-gated N-type calcium channel alpha-1B subunit,Q00975,SINGLE PROTEIN,Homo sapiens,591,726,9606,FALSE
CHEMBL3883311,Voltage-gated potassium channel KCNQ3/KCNQ5,O43525|Q9NR82,PROTEIN COMPLEX,Homo sapiens,36,37,9606,FALSE
CHEMBL2221347,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK)",P51787|P15382,PROTEIN COMPLEX,Homo sapiens,144,180,9606,FALSE
CHEMBL4306,Voltage-gated potassium channel subunit Kv1.5,P22460,SINGLE PROTEIN,Homo sapiens,1122,1345,9606,FALSE
CHEMBL5772,Polycystin-1,P98161,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL2331041,Potassium channel subfamily K member 10,P57789,SINGLE PROTEIN,Homo sapiens,44,75,9606,FALSE
CHEMBL4187,Sodium channel protein type II alpha subunit,Q99250,SINGLE PROTEIN,Homo sapiens,268,492,9606,FALSE
CHEMBL1980,Sodium channel protein type V alpha subunit,Q14524,SINGLE PROTEIN,Homo sapiens,2503,3138,9606,FALSE
CHEMBL4523433,Potassium channel subfamily K member 17,Q96T54,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4794,Vanilloid receptor,Q8NER1,SINGLE PROTEIN,Homo sapiens,5230,7949,9606,FALSE
CHEMBL240,HERG,Q12809,SINGLE PROTEIN,Homo sapiens,20500,26454,9606,FALSE
CHEMBL2095152,Sulfonylurea receptors; K-ATP channels,Q14654|O60706|Q09428|Q15842,PROTEIN COMPLEX GROUP,Homo sapiens,325,596,9606,FALSE
CHEMBL2096972,"Sulfonylurea receptor 1, Kir6.2",Q14654|Q09428,PROTEIN COMPLEX,Homo sapiens,99,254,9606,FALSE
CHEMBL1859,Voltage-gated T-type calcium channel alpha-1H subunit,O95180,SINGLE PROTEIN,Homo sapiens,1749,1903,9606,FALSE
CHEMBL4296,Sodium channel protein type IX alpha subunit,Q15858,SINGLE PROTEIN,Homo sapiens,6545,8212,9606,FALSE
CHEMBL4304,Calcium-activated potassium channel subunit alpha-1,Q12791,SINGLE PROTEIN,Homo sapiens,338,426,9606,FALSE
